iter	RMSE
567	190.2210482
568	190.1603186
569	190.1326893
570	190.0218017
571	189.8459273
572	189.8185276
573	189.757356
574	189.6885156
575	189.6060607
576	189.4494925
577	189.3756172
578	189.1698326
579	188.982982
580	188.8735988
581	188.7763849
582	188.6647143
583	188.5415256
584	188.4955024
585	188.1746162
586	188.0354508
587	187.9485395
588	187.9172376
589	187.8629875
590	187.8277276
591	187.7815814
592	187.5707723
593	187.5071336
594	187.4012807
595	187.2616386
596	187.0602411
597	186.9294826
598	186.7326828
599	186.5903815
600	186.4550977
601	186.3819711
602	186.2056753
603	186.166148
604	185.9796194
605	185.8016122
606	185.6973546
607	185.506884
608	185.4545974
609	185.378275
610	185.1446501
611	185.0172261
612	184.8632879
613	184.7760813
614	184.6488978
615	184.5786777
616	184.5179338
617	184.4588391
618	184.3218521
619	184.2456885
620	184.1937165
621	183.9695786
622	183.8894117
623	183.7211304
624	183.6673162
625	183.5966942
626	183.5035161
627	183.4068264
628	183.3022837
629	183.2371899
630	183.1677944
631	183.0892287
632	183.0490401
633	182.8664226
634	182.8199529
635	182.7591978
636	182.6562763
637	182.5617444
638	182.5162551
639	182.4973572
640	182.4105689
641	182.3126493
642	182.0724929
643	181.9940028
644	181.8999482
645	181.8497878
646	181.7770753
647	181.7237083
648	181.7036
649	181.5920033
650	181.5259074
651	181.3742378
652	181.2251417
653	181.1822518
654	181.1053303
655	180.9554805
656	180.923384
657	180.8155279
658	180.7323934
659	180.5880981
660	180.5265811
661	180.4130236
662	180.3051509
663	180.2719996
664	180.176218
665	180.1402691
666	180.0852376
667	179.9698543
668	179.8871941
669	179.8426996
670	179.8020607
671	179.6921683
672	179.6213889
673	179.5654673
674	179.5226048
675	179.4800787
676	179.3753128
677	179.2414794
678	179.1489569
679	178.9844239
680	178.9363081
681	178.7607698
682	178.7207208
683	178.5564477
684	178.42115
685	178.3835485
686	178.2727434
687	178.2195399
688	178.1632875
689	178.0771297
690	177.9617555
691	177.7733649
692	177.7136168
693	177.6291019
694	177.5280655
695	177.3798512
696	177.3075884
697	177.2088787
698	177.163027
699	177.1186212
700	177.0544947
701	176.9690908
702	176.9445035
703	176.7499718
704	176.5957842
705	176.4573105
706	176.2888256
707	176.0905523
708	176.0400806
709	175.9347557
710	175.7720123
711	175.6883129
712	175.6119603
713	175.5568606
714	175.4277501
715	175.3173678
716	175.2412668
717	175.1946651
718	175.0538697
719	175.0179088
720	174.9190757
721	174.8251778
722	174.7357813
723	174.5920474
724	174.4861927
725	174.3556681
726	174.3147801
727	174.17967
728	174.1431531
729	174.1202843
730	174.0846582
731	173.9856885
732	173.9557367
733	173.8840089
734	173.7770722
735	173.7061025
736	173.6057611
737	173.5777912
738	173.4744341
739	173.3168281
740	173.2167672
741	173.0441443
742	172.9769085
743	172.9199793
744	172.8406686
745	172.814106
746	172.7421173
747	172.5703944
748	172.5516143
749	172.5122594
750	172.3888865
751	172.3009285
752	172.2329261
753	172.1046537
754	172.0330222
755	171.9432476
756	171.8467722
757	171.7240056
758	171.6815954
759	171.6506787
760	171.6408101
761	171.5299582
762	171.5132343
763	171.4121016
764	171.3284002
765	171.2657707
766	171.2417373
767	171.1987517
768	171.1292068
769	171.0151943
770	170.9917439
771	170.7711231
772	170.6636993
773	170.4764022
774	170.4191062
775	170.338771
776	170.3161626
777	170.2723699
778	170.1573001
779	170.0512618
780	169.9891275
781	169.8503296
782	169.7858864
783	169.7745463
784	169.6812324
785	169.6112
786	169.4947128
787	169.430159
788	169.3815487
789	169.3104706
790	169.2526248
791	169.1819525
792	169.1626428
793	169.1544464
794	169.0747649
795	168.9904312
796	168.969114
797	168.9040147
798	168.8103655
799	168.7833898
800	168.6976617
801	168.627382
802	168.5417491
803	168.4276123
804	168.2957745
805	168.1989861
806	168.1193186
807	168.0157589
808	167.8996208
809	167.8302756
810	167.7367271
811	167.6556469
812	167.6107604
813	167.5730138
814	167.4715412
815	167.3075597
816	167.1572011
817	167.1295326
818	167.0845333
819	167.064354
820	166.989508
821	166.9701366
822	166.9465102
823	166.8739971
824	166.8429973
825	166.8259883
826	166.7814054
827	166.7107312
828	166.5922194
829	166.4813423
830	166.4639643
831	166.395238
832	166.2906337
833	166.1238444
834	166.0519104
835	165.9899647
836	165.9066029
837	165.8325119
838	165.7142701
839	165.6424368
840	165.5341163
841	165.4815907
842	165.3722025
843	165.3263571
844	165.2931014
845	165.1890373
846	165.1677155
847	165.1034511
848	165.0891327
849	165.0110571
850	164.8959164
851	164.8692868
852	164.7667834
853	164.6675655
854	164.6453669
855	164.4888104
856	164.3766914
857	164.3099822
858	164.2759542
859	164.2262618
860	164.1229835
861	164.070634
862	163.9980983
863	163.8775559
864	163.767291
865	163.6462981
866	163.6346758
867	163.540668
868	163.4834831
869	163.3928149
870	163.2821639
871	163.1988144
872	163.0528368
873	162.9248145
874	162.8971373
875	162.8223384
876	162.7475168
877	162.6085255
878	162.5453373
879	162.4282741
880	162.3352309
881	162.2667031
882	162.1887893
883	162.1223249
884	162.0835641
885	162.0518114
886	162.025884
887	161.8823426
888	161.8326382
889	161.742623
890	161.6379953
891	161.5702963
892	161.4340306
893	161.4097209
894	161.3231298
895	161.2833046
896	161.2084118
897	161.1938153
898	161.1663107
899	161.043848
900	160.9411208
901	160.8906207
902	160.7757927
903	160.6933457
904	160.6669194
905	160.6511397
906	160.6106346
907	160.5881843
908	160.5677581
909	160.4464931
910	160.2960428
911	160.2793148
912	160.1494764
913	160.0281346
914	159.9779976
915	159.8658069
916	159.8453991
917	159.801932
918	159.6703816
919	159.6208857
920	159.5341487
921	159.4686097
922	159.4071977
923	159.361525
924	159.3153241
925	159.3074393
926	159.2901282
927	159.1668257
928	159.1025473
929	159.0634425
930	158.9594443
931	158.9497598
932	158.898174
933	158.875329
934	158.7311342
935	158.7069365
936	158.684186
937	158.615377
938	158.5350818
939	158.4199304
940	158.33387
941	158.2915781
942	158.217552
943	158.1237184
944	158.0545447
945	157.9751877
946	157.9228941
947	157.7899902
948	157.7694525
949	157.6987416
950	157.6646862
951	157.604226
952	157.5466481
953	157.4908043
954	157.4585479
955	157.3994544
956	157.3712725
957	157.2802548
958	157.1900978
959	157.0729509
960	157.0509578
961	156.9741621
962	156.9609836
963	156.9361605
964	156.9277272
965	156.9115488
966	156.8590426
967	156.8408244
968	156.7826318
969	156.7207259
970	156.6258316
971	156.608359
972	156.530747
973	156.4168689
974	156.3856026
975	156.3306786
976	156.2828931
977	156.2493613
978	156.2041903
979	156.1744945
980	156.1524518
981	156.0555237
982	156.019844
983	155.9318727
984	155.808094
985	155.7349543
986	155.6815271
987	155.6391915
988	155.6085916
989	155.5795016
990	155.5207496
991	155.5006277
992	155.4223863
993	155.3742174
994	155.2999353
995	155.2304658
996	155.2018155
997	155.174047
998	155.1237151
999	155.0961391
