iter	Passed	Remaining
409	407	585
410	408	584
411	408	583
412	409	582
413	410	580
414	411	579
415	412	578
416	412	577
417	417	580
418	418	579
419	418	578
420	419	577
421	420	575
422	421	574
423	422	573
424	423	572
425	424	571
426	424	570
427	425	568
428	426	567
429	427	567
430	433	572
431	435	572
432	437	573
433	438	571
434	438	570
435	440	569
436	440	568
437	442	567
438	442	565
439	445	566
440	446	566
441	449	567
442	450	566
443	451	564
444	451	563
445	452	562
446	458	566
447	462	569
448	463	568
449	465	569
450	466	568
451	467	567
452	469	566
453	470	565
454	470	563
455	471	562
456	472	561
457	477	564
458	478	564
459	479	562
460	480	561
461	480	560
462	481	558
463	482	557
464	483	555
465	483	554
466	484	552
467	485	551
468	485	549
469	486	548
470	487	547
471	487	545
472	491	547
473	491	545
474	492	544
475	493	542
476	494	541
477	494	540
478	495	538
479	495	537
480	496	535
481	496	534
482	497	532
483	498	531
484	498	529
485	499	528
486	500	526
487	500	525
488	501	523
489	502	522
490	505	523
491	506	522
492	506	521
493	507	519
494	508	518
495	509	517
496	509	515
497	510	514
498	510	512
499	511	511
500	512	510
501	512	508
502	513	507
503	514	505
504	514	504
505	515	502
506	515	501
507	516	499
508	516	498
509	519	498
510	520	497
511	520	496
512	521	495
513	522	493
514	522	492
515	523	490
516	523	489
517	524	487
518	524	486
519	526	485
520	527	484
521	531	486
522	537	490
523	541	491
524	542	490
525	543	489
526	546	490
527	551	492
528	552	491
529	552	490
530	553	489
531	554	487
532	554	486
533	555	484
534	556	483
535	557	482
536	557	480
537	558	479
538	558	478
539	559	476
540	560	475
541	560	473
542	566	476
543	567	475
544	567	474
545	568	472
546	569	471
547	569	469
548	570	468
549	570	466
550	571	465
551	572	464
552	573	463
553	574	462
554	575	461
555	576	460
556	576	458
557	577	457
558	592	467
559	593	466
560	596	466
561	597	465
562	597	463
563	598	462
564	598	460
565	599	459
566	600	458
567	600	456
568	601	455
569	603	455
570	604	453
571	604	452
572	605	451
573	605	449
574	607	448
575	607	447
576	608	445
577	610	445
578	611	444
579	612	443
580	612	442
581	613	440
582	614	439
583	614	437
584	615	436
585	615	435
586	616	433
587	616	432
588	617	431
589	618	429
590	619	428
591	620	427
592	620	426
593	621	424
594	621	423
595	622	421
596	622	420
597	625	420
598	626	419
599	627	418
600	627	416
601	628	415
602	629	414
603	629	412
604	630	411
605	631	410
606	631	408
607	632	407
608	632	406
609	633	404
610	633	403
611	634	402
612	635	401
613	635	399
614	636	398
615	636	397
616	637	395
617	640	395
618	641	394
619	642	393
620	644	393
621	645	392
622	646	391
623	647	390
624	648	389
625	649	388
626	651	387
627	652	386
628	655	386
629	657	385
630	657	384
631	658	383
632	658	381
633	659	380
634	659	379
635	660	378
636	661	376
637	661	375
638	662	374
639	663	372
640	663	371
641	665	370
642	665	369
643	666	368
644	666	367
645	671	367
646	671	366
647	672	365
648	673	364
649	674	362
650	675	361
651	675	360
652	676	359
653	677	358
654	678	357
655	679	356
656	679	354
657	680	353
658	680	352
659	681	351
660	684	351
661	685	350
662	686	349
663	687	348
664	689	347
665	692	347
666	693	346
667	693	344
668	694	343
669	694	342
670	695	340
671	696	339
672	699	339
673	700	338
674	701	337
675	701	336
676	702	335
677	703	333
678	703	332
679	704	331
680	704	330
681	705	328
682	706	328
683	707	326
684	707	325
685	709	324
686	709	323
687	710	322
688	710	320
689	711	319
690	712	318
691	714	318
692	715	316
693	716	315
694	716	314
695	718	313
696	718	312
697	719	311
698	719	309
699	720	308
700	720	307
701	721	306
702	722	305
703	722	303
704	723	302
705	724	301
706	724	300
707	725	299
708	726	298
709	729	297
710	729	296
711	731	295
712	733	295
713	734	294
714	734	292
715	735	291
716	736	290
717	737	289
718	737	288
719	738	287
720	738	285
721	739	284
722	739	283
723	740	282
724	740	281
725	748	282
726	749	281
727	750	280
728	752	279
729	756	279
730	757	278
731	758	277
732	761	277
733	762	276
734	762	274
735	763	273
736	763	272
737	764	271
738	764	270
739	765	268
740	766	267
741	766	266
742	767	265
743	768	264
744	768	263
745	769	261
746	770	260
747	774	260
748	774	259
749	775	258
750	775	257
751	776	256
752	777	254
753	777	253
754	779	252
755	779	251
756	780	250
757	780	249
758	781	248
759	781	246
760	782	245
761	783	244
762	783	243
763	784	242
764	784	241
765	790	241
766	791	240
767	792	239
768	793	238
769	795	237
770	796	236
771	798	235
772	799	234
773	800	233
774	804	233
775	805	232
776	806	231
777	807	230
778	808	229
779	809	228
780	809	227
781	810	225
782	811	224
783	811	223
784	812	222
785	813	221
786	815	220
787	817	219
788	818	218
789	820	217
790	822	217
791	823	216
792	824	215
793	825	214
794	827	213
795	835	214
796	835	212
797	838	212
798	839	211
799	841	210
800	842	209
801	843	208
802	848	208
803	850	207
804	851	206
805	852	205
806	852	203
807	853	202
808	854	201
809	855	200
810	857	199
811	858	198
812	859	197
813	864	197
814	864	196
815	866	195
816	867	194
817	868	193
818	869	192
819	870	191
820	871	190
821	872	188
822	882	189
823	883	188
824	885	187
825	886	186
826	888	185
827	888	184
828	889	183
829	890	182
830	891	181
831	892	180
832	892	178
833	893	177
834	894	176
835	895	175
836	895	174
837	896	173
838	897	172
839	898	171
840	899	170
841	900	168
842	901	167
843	904	167
844	905	166
845	907	165
846	908	164
847	908	162
848	910	161
849	911	160
850	911	159
851	912	158
852	913	157
853	914	156
854	914	155
855	915	154
856	932	155
857	973	161
858	973	159
859	974	158
860	975	157
861	976	156
862	976	155
863	977	153
864	979	152
865	979	151
866	980	150
867	981	149
868	981	148
869	985	147
870	986	146
871	988	145
872	989	143
873	990	142
874	990	141
875	991	140
876	992	139
877	993	138
878	995	137
879	996	135
880	999	135
881	1000	133
882	1001	132
883	1001	131
884	1003	130
885	1004	129
886	1004	128
887	1006	126
888	1006	125
889	1007	124
890	1008	123
891	1009	122
892	1009	120
893	1010	119
894	1010	118
895	1011	117
896	1012	116
897	1013	115
898	1014	113
899	1015	112
900	1016	111
901	1016	110
902	1017	109
903	1018	108
904	1021	107
905	1022	106
906	1023	104
907	1024	103
908	1025	102
909	1025	101
910	1026	100
911	1027	99
912	1027	97
913	1028	96
914	1029	95
915	1030	94
916	1031	93
917	1031	92
918	1032	90
919	1033	89
920	1037	88
921	1038	87
922	1038	86
923	1039	85
924	1040	84
925	1040	83
926	1041	82
927	1042	80
928	1043	79
929	1043	78
930	1044	77
931	1045	76
932	1047	75
933	1051	74
934	1053	73
935	1055	72
936	1056	71
937	1058	69
938	1061	68
939	1062	67
940	1063	66
941	1067	65
942	1068	64
943	1069	63
944	1070	62
945	1071	61
946	1073	60
947	1074	58
948	1075	57
949	1076	56
950	1077	55
951	1081	54
952	1082	53
953	1083	52
954	1083	51
955	1084	49
956	1085	48
957	1085	47
958	1086	46
959	1087	45
960	1087	44
961	1088	42
962	1088	41
963	1089	40
964	1090	39
965	1090	38
966	1091	37
967	1091	36
968	1092	34
969	1092	33
970	1097	32
971	1098	31
972	1100	30
973	1100	29
974	1101	28
975	1102	27
976	1102	25
977	1103	24
978	1104	23
979	1106	22
980	1108	21
981	1113	20
982	1117	19
983	1118	18
984	1118	17
985	1119	15
986	1120	14
987	1122	13
988	1123	12
989	1126	11
990	1127	10
991	1128	9
992	1129	7
993	1130	6
994	1130	5
995	1131	4
996	1131	3
997	1132	2
998	1133	1
999	1133	0
