iter	Logloss
256	0.009584953293
257	0.009534169865
258	0.00940775603
259	0.009321567747
260	0.009284984178
261	0.009256356864
262	0.009256335239
263	0.009216000236
264	0.009162323292
265	0.009075023662
266	0.009022397778
267	0.008972412972
268	0.008926602648
269	0.008909585587
270	0.008841126981
271	0.008841054537
272	0.008755371305
273	0.008728665676
274	0.008703907494
275	0.00864466884
276	0.008644682551
277	0.008611073936
278	0.00851980137
279	0.008443160777
280	0.008359609044
281	0.008331844421
282	0.008306147591
283	0.008283094338
284	0.008229597059
285	0.008229277441
286	0.00819448446
287	0.00813834489
288	0.008075422714
289	0.008027827413
290	0.008010987077
291	0.007969363825
292	0.007901027274
293	0.007900993103
294	0.007875414007
295	0.00782291283
296	0.007775190236
297	0.007755779296
298	0.007715835747
299	0.007660627599
300	0.007630100719
301	0.007609801388
302	0.007564783539
303	0.007564719619
304	0.00755663298
305	0.007497629296
306	0.00745183917
307	0.007451508711
308	0.007412528273
309	0.007412453733
310	0.007360212647
311	0.007357254832
312	0.007335759853
313	0.007308639938
314	0.007263594057
315	0.007247069757
316	0.007222572414
317	0.007221441029
318	0.007220196486
319	0.007220143527
320	0.007217048704
321	0.007164715809
322	0.007164687733
323	0.007138838505
324	0.007138836951
325	0.007090226636
326	0.007076297372
327	0.007024287452
328	0.006990490067
329	0.006950214848
330	0.006903194892
331	0.00690315648
332	0.00689377491
333	0.006843973653
334	0.00681217158
335	0.006756837953
336	0.006756585748
337	0.00672314509
338	0.006674174853
339	0.006651227302
340	0.006610165652
341	0.006585322701
342	0.006585311052
343	0.006540982268
344	0.006535459854
345	0.006506959454
346	0.006466811791
347	0.006414914683
348	0.006398804398
349	0.006369040373
350	0.006368947927
351	0.006368919581
352	0.00631040144
353	0.006299153858
354	0.006270050708
355	0.006254866863
356	0.00624440591
357	0.006241660231
358	0.006241636275
359	0.00620178478
360	0.006168619824
361	0.006124441802
362	0.006124192975
363	0.006108226995
364	0.006088576102
365	0.006070557188
366	0.006041337305
367	0.006016680414
368	0.005998638057
369	0.005998526882
370	0.00594045659
371	0.005902332225
372	0.005865818941
373	0.00584536624
374	0.005822794928
375	0.005800758267
376	0.005800589651
377	0.005800121042
378	0.005800128302
379	0.005752743018
380	0.005726561405
381	0.005726605115
382	0.005694528975
383	0.005694203802
384	0.005650278451
385	0.005634877377
386	0.005634782124
387	0.005634752343
388	0.005603346343
389	0.005594947375
390	0.005585749683
391	0.005556331389
392	0.00555615915
393	0.005527485463
394	0.005517831197
395	0.005480798238
396	0.005461407582
397	0.005436918137
398	0.005421875873
399	0.00536376218
400	0.005342263678
401	0.00534228142
402	0.005315386027
403	0.005280902882
404	0.00526743785
405	0.005267100934
406	0.005266996887
407	0.005263306831
408	0.005240845797
409	0.005240818227
410	0.005224639875
411	0.005224592859
412	0.00519448526
413	0.005194476955
414	0.005194443173
415	0.005175555639
416	0.005154957151
417	0.005144821478
418	0.005121809184
419	0.005095076899
420	0.00507553016
421	0.005058262929
422	0.005031450903
423	0.005031098699
424	0.005008293177
425	0.005004088729
426	0.004999776643
427	0.004999062209
428	0.004970834325
429	0.00494567165
430	0.004922291605
431	0.004899234765
432	0.004872381787
433	0.004872349438
434	0.004865822007
435	0.004865849188
436	0.004865778398
437	0.004865326544
438	0.004849417749
439	0.0048493397
440	0.004808169395
441	0.004808163809
442	0.004808167065
443	0.004808129669
444	0.004801921512
445	0.004801921512
446	0.00480191518
447	0.00480183274
448	0.004801726614
449	0.004773995027
450	0.004773681516
451	0.004756225913
452	0.004742104642
453	0.004719316582
454	0.00470095946
455	0.004696797558
456	0.004696811149
457	0.004685461027
458	0.004685482653
459	0.00465222405
460	0.004634434265
461	0.004634382739
462	0.004618390298
463	0.004614754173
464	0.004614747184
465	0.004614668747
466	0.004614695389
467	0.004614630931
468	0.004594466687
469	0.004579015344
470	0.004551685428
471	0.004528565947
472	0.004512514645
473	0.004512412133
474	0.004512411356
475	0.00451229588
476	0.00451229821
477	0.004512323838
478	0.00450692074
479	0.004472560223
480	0.004455123692
481	0.004426321731
482	0.00442625788
483	0.004406947563
484	0.004393472776
485	0.004393487801
486	0.004393377523
487	0.00439328872
488	0.004393265422
489	0.004393267752
490	0.004393264764
491	0.004393243677
492	0.004375496844
493	0.004361878772
494	0.004361913719
495	0.004361828562
496	0.004332388377
497	0.004311858363
498	0.004308141476
499	0.004293782461
