iter	Passed	Remaining
433	12883	16801
434	12904	16761
435	12932	16728
436	12958	16695
437	12979	16654
438	13008	16623
439	13034	16588
440	13056	16549
441	13076	16508
442	13098	16469
443	13125	16436
444	13146	16395
445	13170	16359
446	13189	16317
447	13209	16275
448	13236	16243
449	13262	16210
450	13284	16170
451	13307	16134
452	13336	16103
453	13359	16066
454	13380	16027
455	13425	16015
456	13455	15987
457	13505	15982
458	13588	16016
459	13616	15984
460	13639	15947
461	13662	15910
462	13693	15881
463	13714	15842
464	13755	15826
465	13792	15805
466	13841	15797
467	13871	15768
468	13895	15732
469	13938	15717
470	13972	15693
471	14020	15683
472	14043	15646
473	14072	15616
474	14104	15589
475	14133	15559
476	14158	15523
477	14185	15490
478	14210	15456
479	14236	15423
480	14265	15392
481	14291	15358
482	14321	15329
483	14345	15293
484	14365	15254
485	14386	15215
486	14417	15187
487	14441	15152
488	14466	15117
489	14490	15081
490	14518	15050
491	14548	15021
492	14570	14984
493	14591	14945
494	14616	14911
495	14638	14874
496	14662	14839
497	14690	14808
498	14713	14772
499	14739	14739
500	14759	14700
501	14784	14667
502	14805	14629
503	14827	14591
504	14855	14561
505	14879	14526
506	14901	14489
507	14933	14462
508	14958	14429
509	14981	14393
510	15007	14361
511	15030	14326
512	15055	14292
513	15078	14257
514	15101	14222
515	15129	14191
516	15152	14156
517	15173	14119
518	15195	14082
519	15217	14047
520	15239	14010
521	15262	13976
522	15285	13941
523	15311	13908
524	15349	13887
525	15374	13854
526	15405	13826
527	15430	13793
528	15452	13758
529	15477	13725
530	15498	13689
531	15523	13656
532	15545	13620
533	15572	13589
534	15604	13562
535	15630	13530
536	15655	13498
537	15683	13467
538	15704	13432
539	15731	13401
540	15766	13376
541	15790	13343
542	15813	13308
543	15836	13274
544	15858	13239
545	15881	13205
546	15906	13173
547	15930	13140
548	15953	13105
549	15979	13073
550	16004	13041
551	16029	13009
552	16052	12975
553	16072	12939
554	16096	12906
555	16119	12872
556	16344	12999
557	16368	12965
558	16393	12932
559	16416	12899
560	16444	12868
561	16468	12835
562	16491	12800
563	16512	12764
564	16538	12733
565	16567	12703
566	16588	12667
567	16608	12632
568	16633	12599
569	16659	12567
570	16687	12537
571	16709	12502
572	16732	12469
573	16756	12435
574	16776	12400
575	16798	12365
576	16820	12331
577	16846	12299
578	16873	12268
579	16893	12233
580	16913	12197
581	16940	12167
582	16966	12135
583	16988	12101
584	17011	12068
585	17034	12034
586	17058	12001
587	17079	11967
588	17109	11938
589	17131	11905
590	17154	11871
591	17175	11837
592	17198	11804
593	17220	11769
594	17250	11741
595	17275	11710
596	17296	11675
597	17319	11642
598	17343	11610
599	17367	11578
600	17387	11543
601	17406	11507
602	17429	11475
603	17452	11442
604	17479	11412
605	17506	11382
606	17534	11352
607	17556	11319
608	17588	11292
609	17611	11259
610	17633	11226
611	17664	11199
612	17686	11165
613	17710	11133
614	17733	11101
615	17755	11068
616	17783	11039
617	17804	11005
618	17827	10973
619	17851	10941
620	17880	10912
621	17913	10886
622	17936	10854
623	17960	10822
624	17983	10790
625	18003	10756
626	18025	10723
627	18046	10690
628	18076	10662
629	18098	10629
630	18122	10597
631	18143	10564
632	18171	10535
633	18194	10503
634	18220	10473
635	18244	10441
636	18264	10408
637	18293	10379
638	18325	10353
639	18344	10318
640	18367	10287
641	18393	10257
642	18415	10224
643	18439	10193
644	18461	10161
645	18484	10129
646	18509	10098
647	18535	10068
648	18559	10037
649	18588	10009
650	18608	9975
651	18630	9944
652	18652	9911
653	18674	9879
654	18699	9849
655	18727	9820
656	18752	9790
657	18774	9758
658	18803	9729
659	18826	9698
660	18848	9666
661	18868	9633
662	18893	9603
663	18914	9571
664	18935	9538
665	18956	9506
666	18987	9479
667	19011	9448
668	19034	9417
669	19056	9386
670	19077	9353
671	19112	9328
672	19139	9299
673	19163	9269
674	19190	9239
675	19215	9209
676	19237	9178
677	19260	9147
678	19282	9116
679	19302	9083
680	19326	9053
681	19347	9021
682	19373	8991
683	19398	8961
684	19420	8930
685	19444	8900
686	19465	8868
687	19487	8837
688	19522	8812
689	19547	8782
690	19573	8752
691	19599	8723
692	19624	8693
693	19646	8662
694	19671	8632
695	19694	8602
696	19721	8573
697	19745	8543
698	19769	8513
699	19794	8483
700	19820	8454
701	19843	8423
702	19864	8392
703	19889	8362
704	19916	8333
705	19944	8305
706	19967	8274
707	19990	8244
708	20011	8213
709	20037	8184
710	20065	8156
711	20088	8125
712	20112	8095
713	20140	8067
714	20165	8037
715	20188	8007
716	20212	7978
717	20238	7948
718	20259	7917
719	20280	7886
720	20302	7856
721	20329	7827
722	20354	7798
723	20376	7767
724	20401	7738
725	20424	7708
726	20445	7677
727	20471	7648
728	20494	7618
729	20516	7588
730	20537	7557
731	20564	7529
732	20587	7499
733	20608	7468
734	20628	7437
735	20656	7409
736	20679	7379
737	20704	7350
738	20733	7322
739	20759	7293
740	20785	7265
741	20809	7235
742	20832	7205
743	20858	7176
744	20883	7148
745	20907	7118
746	20927	7088
747	20955	7059
748	20976	7029
749	21000	7000
750	21021	6969
751	21045	6940
752	21073	6912
753	21095	6882
754	21124	6855
755	21148	6825
756	21173	6796
757	21200	6768
758	21223	6738
759	21246	6709
760	21274	6681
761	21295	6651
762	21318	6621
763	21340	6591
764	21366	6563
765	21388	6533
766	21413	6504
767	21434	6475
768	21460	6446
769	21486	6418
770	21512	6389
771	21544	6362
772	21572	6334
773	21603	6308
774	21627	6278
775	21650	6249
776	21686	6224
777	21719	6197
778	21743	6168
779	21765	6138
780	21788	6109
781	21819	6082
782	21842	6053
783	21867	6024
784	21890	5995
785	21911	5965
786	21941	5938
787	21970	5910
788	21992	5881
789	22013	5851
790	22039	5823
791	22065	5794
792	22084	5764
793	22108	5735
794	22132	5707
795	22158	5678
796	22180	5649
797	22204	5620
798	22227	5591
799	22252	5563
800	22278	5534
801	22305	5506
802	22328	5477
803	22360	5451
804	22381	5421
805	22403	5392
806	22424	5362
807	22442	5332
808	22469	5304
809	22495	5276
810	22519	5247
811	22538	5218
812	22565	5190
813	22587	5161
814	22608	5131
815	22630	5102
816	22656	5074
817	22680	5046
818	22703	5017
819	22726	4988
820	22749	4959
821	22776	4932
822	22800	4903
823	22822	4874
824	22845	4845
825	22872	4818
826	22898	4790
827	22923	4761
828	22948	4733
829	22972	4705
830	23001	4677
831	23028	4650
832	23053	4621
833	23074	4592
834	23096	4563
835	23117	4535
836	23138	4506
837	23161	4477
838	23184	4448
839	23209	4420
840	23231	4392
841	23262	4365
842	23290	4337
843	23315	4309
844	23339	4281
845	23365	4253
846	23388	4224
847	23411	4196
848	23432	4167
849	23454	4139
850	23481	4111
851	23506	4083
852	23531	4055
853	23559	4027
854	23589	4000
855	23613	3972
856	23639	3944
857	23660	3915
858	23683	3887
859	23708	3859
860	23732	3831
861	23757	3803
862	23780	3775
863	23805	3747
864	23827	3718
865	23847	3690
866	23874	3662
867	23903	3635
868	23927	3606
869	23951	3578
870	23974	3550
871	23994	3522
872	24021	3494
873	24048	3466
874	24069	3438
875	24092	3410
876	24113	3381
877	24139	3354
878	24161	3326
879	24181	3297
880	24205	3269
881	24234	3242
882	24255	3213
883	24281	3186
884	24308	3158
885	24332	3130
886	24354	3102
887	24377	3074
888	24401	3046
889	24425	3018
890	24447	2990
891	24469	2962
892	24502	2935
893	24528	2908
894	24554	2880
895	24580	2853
896	24604	2825
897	24630	2797
898	24656	2770
899	24680	2742
900	24704	2714
901	24733	2687
902	24756	2659
903	24781	2631
904	24802	2603
905	24828	2575
906	24852	2548
907	24875	2520
908	24906	2493
909	24931	2465
910	24956	2438
911	24979	2410
912	25000	2382
913	25021	2354
914	25048	2326
915	25073	2299
916	25097	2271
917	25120	2243
918	25140	2215
919	25164	2188
920	25188	2160
921	25211	2132
922	25232	2104
923	25258	2077
924	25280	2049
925	25310	2022
926	25332	1994
927	25357	1967
928	25384	1940
929	25406	1912
930	25427	1884
931	25449	1856
932	25479	1829
933	25502	1802
934	25524	1774
935	25548	1746
936	25574	1719
937	25598	1692
938	25621	1664
939	25643	1636
940	25670	1609
941	25696	1582
942	25727	1555
943	25750	1527
944	25776	1500
945	25797	1472
946	25822	1445
947	25842	1417
948	25869	1390
949	25893	1362
950	25917	1335
951	25938	1307
952	25963	1280
953	25984	1252
954	26007	1225
955	26029	1197
956	26051	1170
957	26075	1143
958	26100	1115
959	26122	1088
960	26150	1061
961	26175	1033
962	26197	1006
963	26220	979
964	26244	951
965	26268	924
966	26291	897
967	26317	870
968	26340	842
969	26365	815
970	26390	788
971	26412	760
972	26435	733
973	26459	706
974	26480	678
975	26506	651
976	26533	624
977	26555	597
978	26597	570
979	26622	543
980	26644	516
981	26668	488
982	26697	461
983	26721	434
984	26744	407
985	26767	380
986	26790	352
987	26815	325
988	26839	298
989	26864	271
990	26887	244
991	26907	216
992	26927	189
993	26958	162
994	26981	135
995	27003	108
996	27029	81
997	27049	54
998	27075	27
999	27096	0
