iter	Logloss
407	0.1503900091
408	0.1503331384
409	0.150200165
410	0.1501249498
411	0.1500913006
412	0.1500359708
413	0.1500086323
414	0.1499590988
415	0.1498771961
416	0.1498011077
417	0.1497183402
418	0.1496755523
419	0.1496112786
420	0.1494870162
421	0.1493644188
422	0.1493257275
423	0.1492144604
424	0.149158967
425	0.1491308599
426	0.1490586659
427	0.1489841489
428	0.1488774617
429	0.1488318708
430	0.1487708376
431	0.1487268375
432	0.1486252962
433	0.1485939016
434	0.148534395
435	0.1484368019
436	0.1483601049
437	0.1483028787
438	0.148215144
439	0.1481133311
440	0.1479946319
441	0.1479735858
442	0.1479647725
443	0.1479071558
444	0.147863609
445	0.1477633948
446	0.1476518578
447	0.1476205023
448	0.1475160084
449	0.1474214132
450	0.1473599352
451	0.1473416763
452	0.1472222343
453	0.1471619953
454	0.1470810739
455	0.1469587313
456	0.1468865069
457	0.1467948908
458	0.1466780355
459	0.1465760021
460	0.1465346945
461	0.1464440676
462	0.146365383
463	0.1463064068
464	0.1462643731
465	0.1462209923
466	0.1461207683
467	0.1460094172
468	0.1458370191
469	0.1457597167
470	0.1457414697
471	0.1456688941
472	0.1456219523
473	0.1455717379
474	0.1455360244
475	0.1455240711
476	0.1454377707
477	0.1453619493
478	0.1452907462
479	0.1452374436
480	0.1451120768
481	0.145063948
482	0.1449933399
483	0.1449548852
484	0.1449178263
485	0.1448911944
486	0.1448253411
487	0.1447668069
488	0.1446833412
489	0.1446255044
490	0.1445337196
491	0.144515637
492	0.1444735075
493	0.1444542114
494	0.1443801486
495	0.1442555144
496	0.1441204203
497	0.1440652025
498	0.1440381865
499	0.1439532492
500	0.1439155645
501	0.1438594349
502	0.1437737502
503	0.1436724455
504	0.1435344874
505	0.1434612991
506	0.1433598166
507	0.1432533657
508	0.1431847878
509	0.1431612564
510	0.1431078394
511	0.1429884854
512	0.1429433722
513	0.1428966672
514	0.1428388997
515	0.1427686721
516	0.1427418262
517	0.1426698114
518	0.1426309076
519	0.1425702582
520	0.1424187095
521	0.1422874663
522	0.1422080376
523	0.1421504364
524	0.1420369409
525	0.1419522849
526	0.1418952556
527	0.1417081154
528	0.1415811623
529	0.1414593339
530	0.1414086899
531	0.1413673846
532	0.1412897876
533	0.141134592
534	0.1410951413
535	0.1410027629
536	0.1408556859
537	0.1407928503
538	0.1407285142
539	0.1406722491
540	0.1405961688
541	0.1405489007
542	0.1404945451
543	0.1403968806
544	0.1403113007
545	0.1402477179
546	0.1402084078
547	0.1401637407
548	0.1401416035
549	0.1401044209
550	0.1400078137
551	0.1399377714
552	0.1398951577
553	0.1398522081
554	0.1397067809
555	0.1396767175
556	0.139557434
557	0.1394451427
558	0.1394215939
559	0.1392603087
560	0.1391558928
561	0.1390869667
562	0.1390317724
563	0.138941546
564	0.1388418939
565	0.1387520008
566	0.1386708441
567	0.1385176491
568	0.1384172159
569	0.1383257126
570	0.138303565
571	0.1382523796
572	0.1382031977
573	0.1381666664
574	0.1381547631
575	0.1380527455
576	0.1379668439
577	0.1378880443
578	0.1378606889
579	0.1377916339
580	0.137735364
581	0.1376463651
582	0.1375708691
583	0.1374853228
584	0.1374008798
585	0.1373482472
586	0.1373229697
587	0.1372187185
588	0.1371026702
589	0.1370501096
590	0.1370244797
591	0.136976431
592	0.1368534304
593	0.1368283037
594	0.1368083748
595	0.1366963857
596	0.1366564497
597	0.1366083513
598	0.1365899838
599	0.1365645459
600	0.1364711796
601	0.1364033011
602	0.1363244655
603	0.1362272376
604	0.1361849835
605	0.1361641221
606	0.1360383686
607	0.1359934558
608	0.1359031995
609	0.1358401543
610	0.1358110246
611	0.1356804164
612	0.1356361571
613	0.1355204913
614	0.1355007346
615	0.1354103638
616	0.1353152013
617	0.1352714693
618	0.1352047502
619	0.1351807592
620	0.1350892155
621	0.135050857
622	0.1349711933
623	0.134926061
624	0.1348493945
625	0.1347855033
626	0.1346980898
627	0.1346446193
628	0.1346217489
629	0.1345481283
630	0.1345065307
631	0.1344023612
632	0.1342955794
633	0.1342733538
634	0.1342542513
635	0.1342354285
636	0.1341579061
637	0.134115819
638	0.1340552741
639	0.1340082255
640	0.1339642149
641	0.1339278778
642	0.1338460709
643	0.1337616075
644	0.1337181055
645	0.133691055
646	0.1336189131
647	0.1335290287
648	0.1334651715
649	0.1334359355
650	0.1333746581
651	0.1333315475
652	0.1332639638
653	0.1331986201
654	0.1331104714
655	0.1330723023
656	0.1330176
657	0.132986644
658	0.1329607624
659	0.1328875757
660	0.1328368821
661	0.1328154259
662	0.1327540415
663	0.1327105388
664	0.1326888925
665	0.1325662708
666	0.1325277922
667	0.132502078
668	0.1324847574
669	0.1323801097
670	0.1323231911
671	0.1322932488
672	0.1322607821
673	0.1321862976
674	0.1320986439
675	0.1320175059
676	0.131990728
677	0.1318954383
678	0.1318154598
679	0.1317740361
680	0.1317199038
681	0.1316740074
682	0.1315920101
683	0.1314763249
684	0.1313834753
685	0.1313318116
686	0.1312682902
687	0.1312514507
688	0.1312368589
689	0.1311974862
690	0.1311202211
691	0.131093568
692	0.1309833766
693	0.1309258026
694	0.1308885376
695	0.1308493903
696	0.1307683525
697	0.1306772388
698	0.1306617816
699	0.1306262766
700	0.1306019078
701	0.130513242
702	0.1304851422
703	0.1304189386
704	0.1303834256
705	0.130297795
706	0.1302154776
707	0.1301901373
708	0.1301152027
709	0.1300268876
710	0.130006544
711	0.1299115178
712	0.1298342695
713	0.1297493185
714	0.1296792444
715	0.1295598125
716	0.1294967327
717	0.1294347621
718	0.129359033
719	0.1292898685
720	0.1292087354
721	0.1291341832
722	0.1291070833
723	0.1290842757
724	0.1290157015
725	0.1289486673
726	0.1288713785
727	0.1288335956
728	0.1287969734
729	0.1287804595
730	0.1287337035
731	0.128698609
732	0.1286748367
733	0.1286401386
734	0.1285910143
735	0.128572141
736	0.1285271774
737	0.1285089162
738	0.128473689
739	0.1283867737
740	0.1282886035
741	0.1282233737
742	0.1281126875
743	0.1280366863
744	0.1279637805
745	0.127870662
746	0.1278486736
747	0.1277519308
748	0.1276442118
749	0.1275921637
750	0.127552057
751	0.1274818988
752	0.1274482204
753	0.1274180603
754	0.127360233
755	0.1272765306
756	0.1272262928
757	0.1271418598
758	0.1270984987
759	0.126989916
760	0.1269722253
761	0.1269101789
762	0.1268343044
763	0.1268099439
764	0.1267670639
765	0.1266782905
766	0.1265898739
767	0.1265492413
768	0.1265085329
769	0.1264149755
770	0.1263779135
771	0.1263112293
772	0.1262430919
773	0.1262174565
774	0.1261206341
775	0.1260550767
776	0.1260102672
777	0.125899712
778	0.1258199647
779	0.1258048278
780	0.125754553
781	0.1257314428
782	0.125715552
783	0.1256948426
784	0.1256363265
785	0.1255516923
786	0.1255040264
787	0.1254633104
788	0.1254193745
789	0.1253588936
790	0.1253113487
791	0.1252525037
792	0.1251435862
793	0.1250543671
794	0.1249976936
795	0.1249725558
796	0.1248803616
797	0.1248164882
798	0.1247779682
799	0.1247598958
800	0.1247300503
801	0.1247137861
802	0.1246343123
803	0.1245629703
804	0.1245388147
805	0.1244463722
806	0.1243516152
807	0.1242871291
808	0.1242536964
809	0.1242243557
810	0.1241009199
811	0.1240661504
812	0.1239349924
813	0.1239066912
814	0.1238135188
815	0.1237784914
816	0.1237207898
817	0.1236724205
818	0.1236117353
819	0.1235954974
820	0.1235451814
821	0.1235113004
822	0.1234886442
823	0.1234624169
824	0.1234349324
825	0.1233855558
826	0.1233088158
827	0.1232300947
828	0.1232065292
829	0.1231909441
830	0.1231143502
831	0.1230608997
832	0.1230375137
833	0.1229344643
834	0.1229193566
835	0.1228370625
836	0.1227936632
837	0.1227392574
838	0.1226912718
839	0.1226255034
840	0.1225535989
841	0.1224834958
842	0.1224453854
843	0.1223781398
844	0.1223184128
845	0.1222531519
846	0.1222210381
847	0.1221902596
848	0.1221306342
849	0.1221032425
850	0.1220633546
851	0.122000642
852	0.1219646377
853	0.1219307792
854	0.1218592974
855	0.1218013358
856	0.1217464372
857	0.1216928964
858	0.1216495213
859	0.1216028917
860	0.1215620005
861	0.1215380279
862	0.121448225
863	0.121425337
864	0.1213530803
865	0.1213381733
866	0.1213191539
867	0.1211955961
868	0.1210644444
869	0.1210312383
870	0.1209544811
871	0.1209085416
872	0.1208375203
873	0.1207862414
874	0.120764267
875	0.1207174119
876	0.1207108599
877	0.1206200171
878	0.1205675086
879	0.12044425
880	0.1203771705
881	0.1203181831
882	0.1202446601
883	0.1202142977
884	0.1201737032
885	0.1201389288
886	0.1200746646
887	0.1199804409
888	0.1199155058
889	0.1198899049
890	0.1198524943
891	0.1198176124
892	0.1196979668
893	0.1196318143
894	0.1196073176
895	0.1195235912
896	0.1194305098
897	0.1193978012
898	0.1193422978
899	0.1192995466
900	0.1192166858
901	0.1191927584
902	0.1191098553
903	0.119056344
904	0.1189747373
905	0.1189581402
906	0.1189320176
907	0.1189053314
908	0.1188261983
909	0.1187910557
910	0.1187279889
911	0.1186568861
912	0.1186353478
913	0.1186045488
914	0.1185355945
915	0.1184891795
916	0.1184271973
917	0.1183140513
918	0.1182874651
919	0.1182534104
920	0.1181789304
921	0.1181450153
922	0.1181091358
923	0.1180378165
924	0.1179692048
925	0.1179373218
926	0.1179050054
927	0.117867198
928	0.1177903474
929	0.1177729543
930	0.1177362872
931	0.117705255
932	0.1176420525
933	0.117581805
934	0.1175051309
935	0.1174899774
936	0.1174047401
937	0.1173392382
938	0.1172502603
939	0.117189252
940	0.1170954103
941	0.1170373943
942	0.1169742923
943	0.1169225758
944	0.1168704906
945	0.1167934727
946	0.1167064309
947	0.116646274
948	0.1165474934
949	0.116497097
950	0.1164772453
951	0.1164480206
952	0.116389838
953	0.1163462813
954	0.1162817389
955	0.1162345752
956	0.116200109
957	0.1161270214
958	0.1160211544
959	0.1159979436
960	0.1159475373
961	0.1158728217
962	0.1158085703
963	0.1157537
964	0.115715952
965	0.1156905757
966	0.1156355824
967	0.1156213113
968	0.1155801003
969	0.1155007694
970	0.1154418435
971	0.1154167811
972	0.1153439502
973	0.1152760622
974	0.115205361
975	0.115118054
976	0.1150430139
977	0.1149877284
978	0.1149748761
979	0.1149521508
980	0.1149248311
981	0.1148797469
982	0.1148089437
983	0.1147414238
984	0.1146975391
985	0.1146835775
986	0.1146348565
987	0.1145685748
988	0.1145384789
989	0.1144840618
990	0.1144324338
991	0.1143648905
992	0.1143407661
993	0.1142922169
994	0.1142642595
995	0.1141950345
996	0.1141236129
997	0.1140468382
998	0.1140236311
999	0.1139920043
