iter	Passed	Remaining
402	29084	7000
403	29154	6927
404	29223	6854
405	29295	6782
406	29367	6710
407	29435	6637
408	29505	6564
409	29578	6492
410	29650	6420
411	29720	6348
412	29790	6275
413	29863	6203
414	29933	6131
415	30004	6058
416	30074	5986
417	30148	5914
418	30216	5841
419	30289	5769
420	30357	5696
421	30425	5623
422	30500	5552
423	30572	5479
424	30640	5407
425	30714	5335
426	30784	5262
427	30853	5190
428	30928	5118
429	31000	5046
430	31069	4974
431	31142	4902
432	31209	4829
433	31281	4757
434	31358	4685
435	31431	4613
436	31501	4541
437	31573	4469
438	31644	4397
439	31713	4324
440	31787	4252
441	31858	4180
442	31930	4108
443	32010	4037
444	32083	3965
445	32152	3892
446	32238	3822
447	32389	3759
448	32500	3691
449	32573	3619
450	32646	3547
451	32724	3475
452	32797	3402
453	32871	3330
454	32948	3258
455	33019	3186
456	33089	3113
457	33174	3042
458	33243	2969
459	33315	2896
460	33385	2824
461	33454	2751
462	33526	2679
463	33606	2607
464	33674	2534
465	33746	2462
466	33816	2389
467	33886	2317
468	33957	2244
469	34032	2172
470	34104	2099
471	34176	2027
472	34245	1954
473	34318	1882
474	34387	1809
475	34461	1737
476	34530	1665
477	34603	1592
478	34673	1520
479	34743	1447
480	34814	1375
481	34884	1302
482	34959	1230
483	35030	1158
484	35105	1085
485	35176	1013
486	35248	940
487	35322	868
488	35393	796
489	35466	723
490	35537	651
491	35609	579
492	35683	506
493	35758	434
494	35829	361
495	35901	289
496	35976	217
497	36047	144
498	36120	72
499	36194	0
