iter	RMSE
541	0.5554980256
542	0.555270727
543	0.5551869797
544	0.5551809699
545	0.5551687119
546	0.5550403202
547	0.5550154443
548	0.5549710331
549	0.5549163638
550	0.5549086708
551	0.5548506587
552	0.5546552849
553	0.554619754
554	0.5545401249
555	0.5544827135
556	0.554371669
557	0.5542924775
558	0.5542520839
559	0.5541588057
560	0.5540777478
561	0.5540373092
562	0.5539410752
563	0.5538180259
564	0.553745863
565	0.5536435367
566	0.5535316192
567	0.5534841221
568	0.5532819783
569	0.5532128346
570	0.5531652121
571	0.5531139013
572	0.5530549634
573	0.5529698291
574	0.5528265332
575	0.5528042956
576	0.5525616052
577	0.5524846492
578	0.5523645704
579	0.5523576162
580	0.5522624557
581	0.5522081742
582	0.5520355445
583	0.551932217
584	0.5518577016
585	0.5517704192
586	0.5516311715
587	0.5515109421
588	0.5514490551
589	0.5514157809
590	0.5512846783
591	0.551212076
592	0.5511039491
593	0.5510598662
594	0.5509488791
595	0.5508913527
596	0.5507854922
597	0.5506806535
598	0.5505463347
599	0.5504072276
600	0.5502103231
601	0.5501602505
602	0.5501084668
603	0.5500041354
604	0.5499445785
605	0.5497852982
606	0.549672841
607	0.5495809428
608	0.5495344683
609	0.5495110658
610	0.5493988569
611	0.5492377768
612	0.549204842
613	0.5490601735
614	0.5489961845
615	0.5489142422
616	0.5487526126
617	0.5486859983
618	0.5485081203
619	0.5483707555
620	0.5482935304
621	0.5482194876
622	0.5481410807
623	0.5480929114
624	0.5480120515
625	0.54793649
626	0.5479134317
627	0.547746352
628	0.547697277
629	0.5476542197
630	0.5475197056
631	0.5473683883
632	0.5473182305
633	0.5472829047
634	0.5471980823
635	0.5471755223
636	0.547096447
637	0.5469555236
638	0.5468770428
639	0.5468164851
640	0.5466743942
641	0.546584588
642	0.546535817
643	0.5464832395
644	0.5464582036
645	0.5464364592
646	0.5462685066
647	0.546190484
648	0.5461301041
649	0.5460900082
650	0.5459647496
651	0.5458844682
652	0.5457978335
653	0.5457092608
654	0.5456486033
655	0.5455310103
656	0.5454290132
657	0.5452219065
658	0.5451544843
659	0.545085865
660	0.5449924467
661	0.544969067
662	0.5449348761
663	0.5448962567
664	0.5448603052
665	0.5447497208
666	0.544709851
667	0.5446724691
668	0.544649108
669	0.5445855657
670	0.5445024267
671	0.5444297367
672	0.5442704967
673	0.5441047925
674	0.5439508428
675	0.5439013887
676	0.5437755002
677	0.5437096103
678	0.5435706833
679	0.5435591178
680	0.5434877747
681	0.5434335553
682	0.5433231247
683	0.5432994062
684	0.5432587684
685	0.54308915
686	0.5430243814
687	0.5429875114
688	0.542768319
689	0.5427396388
690	0.5426956234
691	0.542636968
692	0.5425252674
693	0.5424661487
694	0.5423936789
695	0.5423109498
696	0.5422352812
697	0.5421435347
698	0.542100368
699	0.5420902612
700	0.5419809338
701	0.5419556039
702	0.5419289199
703	0.5418546618
704	0.5418247935
705	0.5417657125
706	0.5417224361
707	0.5416985552
708	0.5415763852
709	0.5414204225
710	0.5413171904
711	0.5412636414
712	0.5411577667
713	0.5411155048
714	0.5410460581
715	0.5409733914
716	0.5408306741
717	0.5407489424
718	0.5406689765
719	0.5405345305
720	0.5403785094
721	0.5403051056
722	0.5402376918
723	0.5401821643
724	0.5400666982
725	0.5400252992
726	0.5399949434
727	0.5398980058
728	0.5398512948
729	0.5397869628
730	0.5397151519
731	0.5396528083
732	0.5395898053
733	0.5394882059
734	0.5394332289
735	0.5393965591
736	0.5393077338
737	0.5392435079
738	0.5390556726
739	0.5389665251
740	0.5389043693
741	0.5388903478
742	0.5387827061
743	0.5387096227
744	0.5386048541
745	0.5385364965
746	0.5385060696
747	0.5384152929
748	0.5383887954
749	0.5383293088
750	0.5382554988
751	0.5382152308
752	0.5381581162
753	0.5380888025
754	0.5380182772
755	0.5380035934
756	0.5379863264
757	0.5379659763
758	0.5379467764
759	0.5378125093
760	0.5376853206
761	0.5375883432
762	0.5374717967
763	0.5374021676
764	0.5373271537
765	0.537147566
766	0.5371086081
767	0.537082712
768	0.5369906237
769	0.5369564596
770	0.5367440775
771	0.5366522606
772	0.5366156521
773	0.5365532561
774	0.5364788617
775	0.5363718989
776	0.5363026713
777	0.5362017919
778	0.5361670495
779	0.5360687667
780	0.536013947
781	0.5359811069
782	0.5359484067
783	0.5358755219
784	0.5358222403
785	0.5357431804
786	0.5356895308
787	0.535618417
788	0.535538011
789	0.5355118819
790	0.535417703
791	0.535381302
792	0.5352892314
793	0.5351535826
794	0.5349306948
795	0.5348699708
796	0.5348182293
797	0.5346878815
798	0.5346380031
799	0.5346026396
800	0.5345069432
801	0.5344087912
802	0.5343240519
803	0.5343167399
804	0.5342480207
805	0.5342329586
806	0.534204482
807	0.5341668764
808	0.5341395381
809	0.5340436168
810	0.5339626022
811	0.5339342494
812	0.5338979165
813	0.5338417846
814	0.5337901101
815	0.5337305662
816	0.5336992968
817	0.5336117945
818	0.5335827703
819	0.533564372
820	0.5335360478
821	0.5334772109
822	0.533355462
823	0.5332823721
824	0.5332049155
825	0.5331586619
826	0.5330275054
827	0.5329109205
828	0.5328628228
829	0.5328108088
830	0.5327743649
831	0.5325787347
832	0.5324730886
833	0.5324380575
834	0.5322373965
835	0.5321762914
836	0.5321059813
837	0.532060174
838	0.5319675908
839	0.5318805784
840	0.531799969
841	0.5316995797
842	0.5316373808
843	0.5316191221
844	0.5315280314
845	0.5315164957
846	0.5315026537
847	0.5314755051
848	0.5313591932
849	0.53135634
850	0.5313177254
851	0.5311928383
852	0.5311351905
853	0.5310195343
854	0.5309273387
855	0.5308848875
856	0.5306416389
857	0.5305913435
858	0.5305612065
859	0.5305299915
860	0.5305040785
861	0.5304779183
862	0.5302732466
863	0.5302126204
864	0.5301065558
865	0.5299624507
866	0.529940558
867	0.5299219882
868	0.5298327602
869	0.5297902073
870	0.5296997545
871	0.5296142945
872	0.5295981958
873	0.5295649219
874	0.5295275216
875	0.5294936362
876	0.5294545427
877	0.5293625258
878	0.5293545037
879	0.5292687938
880	0.529212277
881	0.5291933522
882	0.529154357
883	0.5290939937
884	0.5290697416
885	0.5290466517
886	0.5289356373
887	0.5289019066
888	0.528867599
889	0.5287842236
890	0.5287093466
891	0.5286204844
892	0.5285568772
893	0.528450208
894	0.5283514648
895	0.5281769372
896	0.5281353634
897	0.5280977343
898	0.5280131269
899	0.5279315587
900	0.527867326
901	0.5278138311
902	0.5277928995
903	0.5277755212
904	0.5276839968
905	0.5276018169
906	0.527554947
907	0.5274400225
908	0.5273704116
909	0.5273450371
910	0.5272090601
911	0.5271753018
912	0.5271554968
913	0.5271057507
914	0.5270577797
915	0.5269397122
916	0.5268442984
917	0.5268128519
918	0.5267284375
919	0.5266978638
920	0.5266516647
921	0.5266360622
922	0.5265723155
923	0.5265674098
924	0.5264706748
925	0.526414125
926	0.5263804464
927	0.5262929675
928	0.526229107
929	0.5261510535
930	0.526130045
931	0.5261017902
932	0.5260560841
933	0.5260159543
934	0.5259567277
935	0.5259338161
936	0.5259155614
937	0.525884723
938	0.5258358363
939	0.5257184433
940	0.5256614705
941	0.5255575937
942	0.5255159963
943	0.5254302778
944	0.5253969441
945	0.525335907
946	0.525262478
947	0.5251561398
948	0.5251009978
949	0.5250528524
950	0.5250222455
951	0.5249972818
952	0.524942129
953	0.5248799855
954	0.5248467119
955	0.5247608982
956	0.5246967322
957	0.524571759
958	0.5245423817
959	0.5245107384
960	0.5244563428
961	0.5244292108
962	0.5244062017
963	0.5243573924
964	0.5243101439
965	0.5242471583
966	0.5241632139
967	0.5240493018
968	0.524022981
969	0.5239544245
970	0.5238501346
971	0.5238063407
972	0.5237589334
973	0.5237277776
974	0.5237097744
975	0.5236378982
976	0.5235954716
977	0.5234663008
978	0.5233583033
979	0.5233138133
980	0.5232721269
981	0.5232430064
982	0.5231412941
983	0.5230300628
984	0.5230139771
985	0.522993915
986	0.522920368
987	0.5228906039
988	0.5227537239
989	0.5226301676
990	0.522589411
991	0.5225690594
992	0.522484141
993	0.5224138225
994	0.5223180826
995	0.5222879202
996	0.5222516158
997	0.5221839798
998	0.5220961928
999	0.5220755668
