iter	Passed	Remaining
371	523	883
372	524	881
373	525	879
374	526	878
375	527	876
376	529	874
377	530	872
378	531	870
379	532	868
380	533	867
381	534	865
382	537	865
383	539	865
384	542	867
385	544	865
386	545	863
387	546	862
388	547	860
389	549	858
390	550	856
391	552	857
392	554	855
393	555	854
394	556	852
395	557	850
396	558	848
397	560	847
398	561	845
399	562	843
400	563	841
401	564	839
402	565	838
403	568	839
404	570	838
405	572	836
406	573	835
407	575	834
408	576	833
409	578	832
410	579	830
411	581	829
412	584	831
413	586	829
414	587	828
415	588	826
416	589	824
417	590	822
418	591	820
419	593	818
420	594	817
421	595	815
422	596	813
423	598	812
424	600	812
425	601	810
426	602	809
427	603	807
428	605	805
429	606	803
430	607	801
431	608	800
432	609	798
433	610	796
434	612	795
435	616	797
436	618	796
437	619	795
438	621	794
439	623	792
440	624	791
441	626	790
442	627	789
443	636	796
444	637	794
445	638	793
446	639	791
447	640	789
448	642	787
449	643	786
450	645	786
451	647	784
452	648	783
453	649	781
454	650	779
455	651	777
456	653	775
457	654	774
458	655	772
459	656	770
460	657	768
461	658	767
462	661	767
463	662	765
464	663	763
465	665	762
466	666	760
467	667	758
468	668	756
469	669	755
470	670	753
471	671	751
472	673	749
473	674	748
474	677	748
475	678	747
476	680	745
477	681	743
478	682	742
479	683	740
480	684	738
481	685	737
482	687	735
483	688	733
484	689	731
485	691	731
486	693	730
487	694	728
488	695	726
489	696	725
490	697	723
491	698	721
492	699	719
493	701	718
494	702	716
495	703	714
496	704	713
497	707	713
498	708	711
499	709	709
500	711	708
501	712	706
502	713	704
503	714	703
504	715	701
505	716	699
506	717	698
507	721	698
508	722	696
509	723	695
510	724	693
511	725	691
512	727	690
513	728	688
514	729	686
515	730	685
516	731	683
517	732	681
518	733	680
519	736	680
520	738	679
521	741	678
522	742	677
523	743	675
524	745	674
525	746	672
526	747	670
527	748	669
528	751	669
529	752	667
530	754	666
531	755	664
532	756	662
533	757	661
534	758	659
535	759	657
536	760	656
537	762	654
538	763	652
539	764	651
540	767	651
541	768	649
542	770	648
543	771	646
544	772	644
545	773	643
546	774	641
547	775	639
548	776	638
549	777	636
550	779	634
551	781	633
552	782	632
553	783	630
554	784	629
555	785	627
556	787	625
557	788	624
558	789	622
559	790	621
560	791	619
561	792	617
562	793	616
563	796	615
564	798	614
565	799	613
566	801	611
567	802	610
568	803	608
569	804	606
570	805	605
571	806	603
572	807	602
573	809	600
574	812	600
575	813	598
576	814	597
577	816	595
578	817	594
579	818	592
580	819	590
581	820	589
582	821	587
583	822	586
584	824	584
585	825	582
586	827	582
587	830	581
588	832	581
589	834	579
590	835	578
591	836	576
592	837	575
593	839	573
594	840	571
595	843	571
596	844	570
597	845	568
598	846	566
599	848	565
600	849	563
601	850	562
602	851	560
603	852	559
604	853	557
605	854	555
606	856	554
607	859	554
608	863	554
609	866	553
610	868	552
611	869	551
612	870	549
613	875	550
614	876	548
615	878	547
616	880	546
617	881	545
618	883	543
619	884	542
620	886	541
621	891	541
622	892	540
623	894	539
624	896	537
625	897	536
626	899	535
627	901	533
628	902	532
629	904	531
630	906	529
631	907	528
632	909	527
633	911	525
634	912	524
635	914	523
636	919	523
637	920	522
638	922	521
639	924	519
640	925	518
641	927	517
642	928	515
643	930	514
644	933	513
645	935	512
646	938	511
647	940	510
648	943	510
649	944	508
650	946	507
651	951	507
652	953	506
653	954	505
654	956	503
655	958	502
656	959	500
657	961	499
658	962	498
659	967	498
660	969	496
661	970	495
662	971	493
663	972	492
664	973	490
665	974	488
666	975	487
667	977	485
668	978	483
669	981	483
670	982	481
671	983	480
672	984	478
673	986	476
674	987	475
675	988	473
676	989	472
677	990	470
678	991	468
679	992	467
680	996	466
681	997	465
682	998	463
683	999	461
684	1000	460
685	1002	458
686	1003	457
687	1004	455
688	1005	453
689	1006	452
690	1007	450
691	1008	449
692	1011	448
693	1013	446
694	1014	445
695	1015	443
696	1016	441
697	1017	440
698	1018	438
699	1019	437
700	1021	435
701	1022	433
702	1023	432
703	1024	430
704	1026	429
705	1028	428
706	1030	427
707	1032	425
708	1033	424
709	1034	422
710	1036	421
711	1037	419
712	1038	417
713	1042	417
714	1043	416
715	1045	414
716	1046	412
717	1047	411
718	1048	409
719	1049	408
720	1050	406
721	1052	405
722	1053	403
723	1055	402
724	1057	401
725	1058	399
726	1059	397
727	1060	396
728	1061	394
729	1063	393
730	1064	391
731	1065	390
732	1066	388
733	1067	386
734	1068	385
735	1072	384
736	1073	383
737	1075	381
738	1076	380
739	1077	378
740	1078	377
741	1079	375
742	1080	373
743	1082	372
744	1083	370
745	1084	369
746	1087	368
747	1088	366
748	1090	365
749	1091	363
750	1092	362
751	1093	360
752	1094	359
753	1095	357
754	1097	356
755	1098	354
756	1099	352
757	1101	351
758	1103	350
759	1104	348
760	1105	347
761	1106	345
762	1107	344
763	1108	342
764	1109	340
765	1110	339
766	1112	337
767	1113	336
768	1114	334
769	1117	333
770	1118	332
771	1120	330
772	1121	329
773	1122	327
774	1123	326
775	1124	324
776	1125	323
777	1126	321
778	1127	319
779	1129	318
780	1130	316
781	1134	316
782	1138	315
783	1139	313
784	1140	312
785	1141	310
786	1143	309
787	1144	307
788	1145	306
789	1148	305
790	1149	303
791	1151	302
792	1152	300
793	1153	299
794	1154	297
795	1155	296
796	1156	294
797	1157	293
798	1158	291
799	1160	290
800	1161	288
801	1164	287
802	1166	286
803	1167	284
804	1168	283
805	1170	281
806	1171	280
807	1172	278
808	1173	277
809	1174	275
810	1175	274
811	1177	272
812	1180	271
813	1181	269
814	1182	268
815	1183	266
816	1184	265
817	1186	263
818	1187	262
819	1188	260
820	1189	259
821	1190	257
822	1191	256
823	1195	255
824	1196	253
825	1197	252
826	1198	250
827	1199	249
828	1200	247
829	1201	246
830	1203	244
831	1204	243
832	1205	241
833	1206	240
834	1207	238
835	1210	237
836	1211	235
837	1212	234
838	1214	232
839	1215	231
840	1216	229
841	1217	228
842	1218	226
843	1219	225
844	1220	223
845	1221	222
846	1223	220
847	1226	219
848	1227	218
849	1229	216
850	1230	215
851	1231	213
852	1232	212
853	1233	210
854	1234	209
855	1235	207
856	1237	206
857	1238	204
858	1240	203
859	1242	202
860	1245	201
861	1247	199
862	1248	198
863	1249	196
864	1251	195
865	1252	193
866	1253	192
867	1256	191
868	1257	189
869	1258	188
870	1260	186
871	1261	185
872	1262	183
873	1263	182
874	1264	180
875	1265	179
876	1267	177
877	1268	176
878	1269	174
879	1272	173
880	1275	172
881	1279	171
882	1281	169
883	1282	168
884	1285	167
885	1287	165
886	1289	164
887	1291	162
888	1293	161
889	1294	159
890	1295	158
891	1296	156
892	1297	155
893	1298	153
894	1299	152
895	1301	151
896	1302	149
897	1303	148
898	1304	146
899	1306	145
900	1307	143
901	1308	142
902	1309	140
903	1310	139
904	1311	137
905	1312	136
906	1314	134
907	1316	133
908	1318	131
909	1319	130
910	1320	129
911	1321	127
912	1322	126
913	1324	124
914	1325	123
915	1326	121
916	1327	120
917	1328	118
918	1329	117
919	1331	115
920	1333	114
921	1336	113
922	1337	111
923	1338	110
924	1339	108
925	1340	107
926	1342	105
927	1343	104
928	1346	102
929	1347	101
930	1348	99
931	1350	98
932	1351	97
933	1352	95
934	1353	94
935	1354	92
936	1355	91
937	1356	89
938	1358	88
939	1360	86
940	1362	85
941	1364	83
942	1365	82
943	1366	81
944	1367	79
945	1368	78
946	1369	76
947	1370	75
948	1372	73
949	1373	72
950	1374	70
951	1377	69
952	1378	68
953	1380	66
954	1381	65
955	1382	63
956	1383	62
957	1384	60
958	1385	59
959	1386	57
960	1387	56
961	1389	54
962	1391	53
963	1393	52
964	1394	50
965	1395	49
966	1396	47
967	1397	46
968	1399	44
969	1400	43
970	1401	41
971	1402	40
972	1403	38
973	1404	37
974	1409	36
975	1410	34
976	1411	33
977	1412	31
978	1413	30
979	1414	28
980	1416	27
981	1417	25
982	1418	24
983	1419	23
984	1420	21
985	1423	20
986	1425	18
987	1426	17
988	1427	15
989	1428	14
990	1430	12
991	1431	11
992	1432	10
993	1433	8
994	1434	7
995	1435	5
996	1439	4
997	1442	2
998	1444	1
999	1445	0
